RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2,PREFETCH_TIME,SWAP_CACHE_READ_TIME,BUMP_NEXT_FETCH_TIME
100,1,105339,97086.05,56281.66,,,,,,,,,,,105339,4019.006,2047.498,,,
100,2,105199,96912.47,41992.32,,,,,,,,,,,105199,4105.755,1818.025,,,
100,3,105023,96202.10,502637.5,,,,,,,,,,,105023,4016.191,23855.78,,,
100,4,104979,95649.93,,,,,,,,,,,,104979,3786.036,616.141,,,
100,5,105110,96538.71,100316.0,,,,,,,,,,,105110,4356.899,6844.965,,,
100,6,105018,96885.71,38712.57,,,,,,,,,,,105018,4035.501,1345.228,,,
90,1,121220,266151.5,1102178,11359,153833.7,439936.4,4,156772.9,1353206295,,16031,727.387,5.769,121220,5003.124,11333.23,,,
90,2,120768,265325.8,196383.0,11356,156046.1,278627.3,4,160144.7,1450290916,,15838,808.150,29.509,120768,4566.336,33.193,,,
90,3,122088,259833.8,785931.8,11085,143776.5,36998.33,3,106997.3,2222335356,,16937,926.013,4.470,122088,4950.920,2420.683,,,
90,4,120815,262816.3,448782.5,11089,154281.2,16435.89,4,156986.9,1450397631,,15914,880.044,85.223,120815,4581.007,3669.960,,,
90,5,128184,263311.1,243829.7,14178,147701.7,10782.26,2,83729.17,128321417,,20393,3062.735,1111.460,128184,5015.509,3233.044,,,
90,6,124827,285713.0,591851.6,12920,174068.3,51775.02,3,94323.16,686460637,,18669,1502.611,330.621,124827,4552.987,732.162,,,
80,1,162635,900881.7,3005179,50259,749466.6,2034380,7,276716.2,1743829461,,53048,2394.689,243.657,162635,6120.597,2477.453,,,
80,2,162441,877092.8,1331301,49825,722759.5,160550.7,7,335515.7,1858884668,,52554,2248.782,615.178,162441,5889.164,138.952,,,
80,3,159648,761393.7,3107149,46655,603901.1,162178.5,7,335831.6,1376087516,,50482,2995.695,2162.022,159648,7352.797,7786.101,,,
80,4,165859,889346.6,1113113,51645,731474.2,219469.3,5,230364.3,541697140,,55093,2966.802,501.873,165859,6181.998,1086.883,,,
80,5,167352,873485.7,1372421,52174,716346.1,290640.8,5,231102.3,1617299066,,55703,3674.615,3882.258,167352,6647.249,3806.071,,,
80,6,162711,875487.9,7216610,49929,721331.8,393717.2,6,330652.9,1560383043,,52785,2347.499,99.510,162711,6803.302,31236.20,,,
70,1,182098,1054212,2532668,65633,887039.6,370042.0,11,583620.6,912891408,,71503,4179.970,5577.268,182098,6905.793,3659.861,,,
70,2,190988,1112108,1893673,69025,935106.6,1258996,11,594735.3,1263006173,,77049,3710.058,3614.499,190988,7574.266,5533.418,,,
70,3,170066,917751.0,1162201,60362,749870.3,913701.5,9,577492.7,787526190,,64047,3574.529,24201.77,170066,7359.182,3025.811,,,
70,4,174749,976378.3,1433336,63968,815030.9,538634.7,9,524270.9,1333835993,,68555,4152.839,1031.091,174749,6811.888,2964.467,,,
70,5,183209,1004060,35182514,68042,832982.4,456409.5,9,431493.8,662050276,,73569,3885.135,4281.373,183209,7090.069,64825.47,,,
70,6,184954,1101481,2283642,68212,930690.2,1152892,10,590365.4,883564465,,72844,3768.035,1540.885,184954,7097.633,4133.067,,,
60,1,187830,1118023,6755039,71754,941249.1,629018.9,12,674634.8,730541119,,76464,5474.509,30538.69,187830,6872.320,290.959,,,
60,2,189129,1097222,5354112,71996,920618.7,427276.5,14,722584.4,1317611884,,76536,4000.198,1234.314,189129,7863.104,31117.00,,,
60,3,187654,1043788,1413529,70548,851160.8,388558.3,13,703569.5,917998471,,75563,4469.650,1605.216,187654,8244.100,3514.743,,,
60,4,186894,1087207,1973021,71114,910720.7,612790.3,11,759330.8,839202513,,75549,3680.683,173.393,186894,7141.243,3671.681,,,
60,5,194444,1095482,2001414,74548,914135.3,577981.7,11,576920.2,1399634548,,80054,5100.648,69505.63,194444,8131.012,7834.928,,,
60,6,190389,1110620,2058626,72828,934496.9,340262.2,13,749148.4,1011103252,,77242,4661.374,9831.259,190389,7259.102,1903.384,,,
50,1,218729,1176682,11951763,73142,955944.3,473977.3,16,801235.6,479270701,,88944,13265.18,7745.651,218729,8653.510,42274.22,,,
50,2,214467,1181648,6205923,71956,965679.3,630725.4,16,763254.6,455888246,,86800,12397.37,30969.24,214467,8376.384,15678.40,,,
50,3,220175,1102743,1345950,70809,861200.6,555174.3,16,713108.3,640860867,,88920,10755.22,3938.205,220175,10484.52,6038.794,,,
50,4,213299,1177025,1987666,72640,968960.4,801130.5,14,678553.0,385370055,,86367,9183.525,6253.010,213299,8006.712,1328.204,,,
50,5,235431,1520938,15298861,84206,1273749,974420.3,5,163589.9,2373123947,,101862,12382.62,9451.541,235431,9655.448,38621.26,,,
50,6,217790,1226730,3186170,76142,1017152,656586.3,13,535277.2,585385313,,89058,8362.664,4212.784,217790,8148.198,238.850,,,
40,1,396876,2771049,16880844,85522,2119088,1393371,18,578700.6,302208478,,200510,242298.1,940959.7,396876,15644.18,81415.61,,,
40,2,335773,2424301,58381386,76505,1899876,1191559,22,625154.1,291835209,,162362,174141.5,578805.1,335773,14846.37,414931.0,,,
40,3,376855,2455068,1201092,75846,1799534,2376662,21,544751.2,364871912,,184731,200739.6,1166236,376855,20298.77,64509.55,,,
40,4,392438,2824394,282147.4,85742,2173670,2278040,19,496525.6,279036325,,199232,252017.9,923410.4,392438,15454.92,19225.17,,,
40,5,387983,3575810,38686268,109304,2622341,5077241,,,,,267838,558199.7,2412586,387983,15371.92,128682.3,,,
40,6,410882,3015592,4364546,84224,2358767,5251041,6,87051.59,118058188,,208827,232502.6,1742189,410882,17722.52,107889.4,,,
30,1,936831,10453786,16227668,158344,6993418,3957088,,,,,680202,2459499,874352.9,936831,39585.69,1128390,,,
30,2,933737,10437454,3294556,156769,6922129,19563399,1,2332.091,0.000,,680162,2507758,39234956,933737,40271.70,298293.1,,,
30,3,849115,8903162,3436810,133331,6121311,21068373,7,102694.4,66907929,,524508,1615170,1251899,849115,51916.63,223958.3,,,
30,4,939244,10449107,25035225,158202,7003569,12358901,,,,,680068,2432279,3901618,939244,41781.04,1559550,,,
30,5,926129,10442408,26894670,156138,7074507,17604972,,,,,673866,2379537,22611730,926129,38275.23,1369147,,,
30,6,918681,10476451,2485962,157638,7102437,3717544,,,,,667328,2387944,198487.8,918681,40807.64,380693.1,,,
20,1,795427,9164413,3762108,134011,6037898,2150373,,,,,590227,2254977,6525723,795427,34476.87,174253.4,,,
20,2,788082,9181467,4406411,133519,6142756,1396613,,,,,576070,2165684,7821489,788082,40785.80,194587.2,,,
20,3,746011,7812304,5187835,114884,5323555,3920669,7,82645.38,154646175,,452418,1439946,10543088,746011,47644.39,337480.1,,,
20,4,794010,9199608,8419175,134513,6082976,1179427,,,,,588430,2239661,7252572,794010,34790.99,398751.1,,,
20,5,791203,9246896,12449642,136890,6204512,1071259,,,,,589375,2170784,6105576,791203,34246.84,430988.1,,,
20,6,792242,9183571,6975121,134861,6090291,1659483,,,,,586804,2224740,5639291,792242,33969.65,338768.4,,,
10,1,1848524,24603127,2376378,341588,16668422,16100359,,,,,1402534,5885212,14174045,1848524,79002.24,1785055,,,
10,2,1849946,24597106,2613464,341526,16706040,8700530,,,,,1401974,5808464,7732466,1849946,79499.23,838077.0,,,
